imdbId,directors,letterboxdAverageScore,letterboxdNumVotes
tt0419677,Shane Meadows,3.8,40592
tt0419706,Andrzej Bartkowiak,2.06,58575
tt0419749,Sidney Lumet,3.4,8380
tt0419843,Jonathan Kasdan,2.76,8511
tt0419946,John Bonito,2.29,13100
tt0419984,Craig Gillespie,2.2,12874
tt0420015,Rodrigo García,3.36,2082
tt0420087,Robert Altman,3.4,11345
tt0420206,Marco Kreuzpaintner,3.18,4048
tt0420223,Marc Forster,3.63,138530
tt0420238,"Robert Stevenhagen,Sam Fell",2.77,32601
tt0420260,Jun Ichikawa,3.66,6729
tt0420293,Kyle Patrick Alvarez,3.46,65701
tt0420294,Jonathan Liebesman,2.63,59882
tt0420332,Yash Chopra,3.87,16774
tt0420609,Douglas McGrath,3.35,4400
tt0420835,Peter Cattaneo,3.31,453
tt0421054,Tony Scott,2.85,26872
tt0421073,David Ayer,3.0,25922
tt0421206,Phil Joanou,3.24,20839
tt0421239,Wes Craven,3.13,264285
tt0421715,David Fincher,3.65,701913
tt0421729,John Whitesell,2.35,40191
tt0422093,Darren Grant,2.89,11664
tt0422295,Steven Shainberg,3.23,5334
tt0422528,Liam Lynch,3.36,2008
tt0422720,Sofia Coppola,3.73,521118
tt0422774,Steve Carr,2.26,24692
tt0422783,Steven Sawalich,3.37,720
tt0422861,Billy Kent,2.65,1581
tt0423169,Laurie Collyer,3.31,3256
tt0424024,Hubert Sauper,3.64,1689
tt0424095,"David Bowers,Sam Fell",3.18,279807
tt0424136,David Slade,3.49,117056
tt0424227,Bahman Ghobadi,4.13,14036
tt0424287,George Bamber,3.08,302
tt0424345,Kevin Smith,3.27,61818
tt0424359,Les Blank,3.79,1845
tt0424823,Robert Ben Garant,2.43,26369
tt0424880,Neil Armfield,3.74,52526
tt0424908,Agnieszka Holland,3.1,3259
tt0424993,Greg Coolidge,2.46,29431
tt0425055,Michael Hoffman,3.01,1602
tt0425061,Peter Segal,2.89,162878
tt0425112,Edgar Wright,4.08,727937
tt0425123,Mark Waters,3.13,100941
tt0425210,Paul McGuigan,3.56,80748
tt0425253,Nick Guthe,2.69,2838
tt0425430,"Oxide Pang Shun,Danny Pang Fat",2.42,15612
tt0426592,Craig Mazin,2.21,79901
tt0426615,Ron Underwood,2.46,748
tt0426931,Kirsten Sheridan,3.31,50773
tt0427152,Jay Roach,2.63,83342
tt0427229,Tom Dey,2.52,120763
tt0427309,Denzel Washington,3.58,19092
tt0427312,Werner Herzog,4.13,98065
tt0427327,Adam Shankman,3.51,281116
tt0427392,Oliver Hirschbiegel,2.68,35418
tt0427470,Scott Frank,3.35,14222
tt0427969,Allen Coulter,3.1,10857
tt0428251,Jim Gillespie,2.4,3527
tt0428518,"Patrick Paulson,Michael John Warren",3.6,695
tt0428803,Luc Jacquet,3.56,40212
tt0429177,Raymond De Felitta,3.26,202
tt0429493,Joe Carnahan,2.82,89100
tt0429589,John A. Davis,2.37,51527
tt0429591,Elizabeth Allen Rosenbaum,3.29,161215
tt0429683,Ranjith,3.31,490
tt0430105,John Singleton,3.2,73397
tt0430304,Keenen Ivory Wayans,2.18,70163
tt0430308,Jim Sheridan,3.12,28028
tt0430357,Michael Mann,3.42,99778
tt0430576,Isabel Coixet,3.69,3550
tt0430634,Jessica Bendinger,3.55,28731
tt0430770,Diane English,2.66,12804
tt0430779,"Christopher Reeve,Colin Brady,Dan St. Pierre",2.52,13669
tt0430912,Michael Caton-Jones,2.06,9900
tt0430922,David Wain,3.16,107346
tt0431021,Ole Bornedal,2.57,33700
tt0431197,Peter Berg,3.17,24516
tt0431308,Richard LaGravenese,3.21,92173
tt0432021,Russell Mulcahy,2.59,99779
tt0432283,Wes Anderson,4.28,1767991
tt0432290,Jeff Lipsky,3.32,202
tt0432291,Rupert Wainwright,1.79,16479
tt0432348,Darren Lynn Bousman,3.2,391352
tt0432402,George Hickenlooper,3.1,9530
tt0433035,Shawn Levy,3.35,230005
tt0433383,George Clooney,3.69,40924
tt0433386,Takashi Shimizu,2.47,24175
tt0433400,Roger Kumble,2.59,95387
tt0433412,Martha Coolidge,2.44,9444
tt0434139,Tony Goldwyn,2.83,7795
tt0434215,Michael Mayer,2.93,5168
tt0434424,Meiert Avis,2.85,277
tt0435651,Phillip Noyce,2.65,98161
tt0435670,David S. Goyer,2.83,6352
tt0435705,Lee Tamahori,2.46,47108
tt0435761,Lee Unkrich,4.0,1150175
tt0436078,"Paul Provenza,Penn Jillette",3.24,9141
tt0436231,Jeff Feuerzeig,4.1,19778
tt0436339,Hoyt Yeatman,2.22,103196
tt0436689,Jay Duplass,3.47,5762
tt0436697,Stephen Frears,3.49,42197
tt0436724,David LaChapelle,3.67,1486
tt0436727,Don Argott,3.4,345
tt0437086,Robert Rodriguez,3.2,334588
tt0437179,Gregory Dark,2.22,14279
tt0437232,Phillip Noyce,3.22,1182
tt0437800,Doug Atchison,3.56,18417
tt0437863,Dennis Dugan,2.61,64366
tt0438097,Carlos Saldanha,3.11,368579
tt0438205,Marilyn Agrelo,3.6,1540
tt0438315,Victor Salva,3.2,5918
tt0438488,McG,2.57,140640
tt0438859,Bille August,3.32,1518
tt0439544,Chris Fisher,2.87,778
tt0439662,Kunal Kohli,3.38,9185
tt0439707,John E. Moyer,3.1,311
tt0439815,James Gunn,3.23,75475
tt0439876,Mars Callahan,3.12,483
tt0440963,Paul Greengrass,3.72,239825
tt0441007,Davis Guggenheim,3.13,583
tt0441048,Sanjay Gadhvi,3.39,15154
tt0441773,"Mark Osborne,John Stevenson",3.88,1014261
tt0441796,William Brent Bell,2.36,20575
tt0442933,Robert Zemeckis,2.69,73495
tt0443272,Steven Spielberg,3.57,180054
tt0443274,Pete Travis,2.89,33264
tt0443295,Raja Gosnell,2.84,37324
tt0443431,Todd Stephens,2.5,4823
tt0443456,Anthony Minghella,3.09,3716
tt0443473,Scott Wiper,2.61,10146
tt0443496,Stuart Gordon,3.23,5453
tt0443543,Neil Burger,3.42,109572
tt0443632,Clark Johnson,2.71,12290
tt0443680,Andrew Dominik,4.03,148440
tt0443698,Michael Almereyda,3.39,420
tt0443706,David Fincher,4.02,1277860
tt0444182,Rachid Bouchareb,3.49,4503
tt0444672,Andrew Black,2.84,447
tt0444682,Stephen Hopkins,2.43,10686
tt0445620,Hany Abu-Assad,3.83,11209
tt0445922,Julie Taymor,3.48,98791
tt0445934,"Josh Gordon,Will Speck",3.08,142203
tt0445990,Ericson Core,3.22,30791
tt0446013,Marcus Nispel,2.42,8358
tt0446029,Edgar Wright,3.88,1829295
tt0446046,Liz Friedlander,3.24,7111
tt0446059,Ronny Yu,3.64,18063
tt0446071,Tim Irwin,3.9,1506
tt0446676,Gil Cates Jr.,2.9,414
tt0446752,Christian Charles,2.87,539
tt0446755,John Curran,3.57,24705
tt0448075,Patrick Stettner,2.94,3539
tt0448115,David F. Sandberg,3.06,635129
tt0448134,Danny Boyle,3.71,181899
tt0448157,Peter Berg,2.76,293679
tt0448166,Steve Stockman,3.15,526
tt0448694,Chris Miller,3.18,297822
tt0449010,Stefen Fangmeier,1.81,79224
tt0449059,"Jonathan Dayton,Valerie Faris",4.19,1400874
tt0449086,Paul Schrader,2.33,11566
tt0449088,Gore Verbinski,3.49,632547
tt0449089,Barry Sonnenfeld,2.58,61550
tt0449467,Alejandro González Iñárritu,3.68,167532
tt0449487,Rodrigo García,2.6,11148
tt0449994,Ashutosh Gowariker,3.65,12919
tt0449999,Karan Johar,2.87,10766
tt0450232,Richard Donner,3.12,27662
tt0450259,Edward Zwick,3.7,260354
tt0450314,Lexi Alexander,2.73,35352
tt0450340,Simón Brand,2.98,3776
tt0450345,Neil LaBute,1.96,53115
tt0450385,Mikael Håfström,3.19,182518
tt0450405,Paul Weitz,2.43,23398
tt0451176,"Richard Glatzer,Wash Westmoreland",3.34,1339
tt0451279,Patty Jenkins,3.25,929087
tt0451850,Amol Palekar,3.15,4081
tt0452594,Peyton Reed,2.66,90370
tt0452598,Adam Shankman,2.92,86950
tt0452608,Paul W. S. Anderson,2.72,59232
tt0452623,Ben Affleck,3.74,142670
tt0452624,Steven Soderbergh,2.98,9300
tt0452625,Mark Helfrich,2.1,44808
tt0452637,M. Night Shyamalan,2.5,59271
tt0452681,Michael Lembeck,2.28,78545
tt0452694,Robert Schwentke,3.13,68080
tt0452702,Nimród Antal,2.93,45182
tt0453451,Steve Bendelack,3.27,139121
tt0453453,Frank Sebastiano,2.81,2038
tt0453494,Wil Shriner,2.57,9664
tt0453556,Kevin Munroe,2.95,60320
tt0453562,Brian Helgeland,3.67,86222
tt0454082,Glen Morgan,2.6,44917
tt0454824,Tony Bill,2.93,12239
tt0454841,Alexandre Aja,3.01,117757
tt0454848,Spike Lee,3.69,220055
tt0454876,Ang Lee,3.73,703402
tt0454919,Jim Sonzero,2.04,12426
tt0454921,Gabriele Muccino,3.92,635765
tt0454945,Andy Fickman,3.41,482101
tt0454970,John Stockwell,2.49,13326
tt0454987,Bob Odenkirk,2.75,9195
tt0455323,Paul Weitz,3.15,6890
tt0455326,"Matt Maiellaro,Dave Willis",3.43,8169
tt0455407,Breck Eisner,2.98,75825
tt0455499,Tim Hill,2.4,83413
tt0455538,Robert B. Weide,2.69,13920
tt0455612,Tyler Perry,2.86,6855
tt0455760,James Wan,2.73,90512
tt0455782,Richard Shepard,3.23,2689
tt0455824,Baz Luhrmann,2.89,47041
tt0455857,Simon West,2.47,44488
tt0455915,Brad Gann,3.32,243
tt0455944,Antoine Fuqua,3.4,273939
tt0455958,Edward Burns,2.95,845
tt0455960,Dave Meyers,2.59,22255
tt0455967,Betty Thomas,3.05,149457
tt0456020,Vondie Curtis-Hall,2.74,2442
tt0456165,Siddharth Anand,2.98,3329
tt0457303,Kurt Hale,2.86,214
tt0457308,Joey Lauren Adams,3.29,396
tt0457400,Brad Silberling,2.48,63029
tt0457419,Zach Helm,3.09,41841
tt0457430,Guillermo del Toro,4.16,730614
tt0457433,James Foley,2.54,14428
tt0457496,Marshall Curry,3.77,1537
tt0457510,Jared Hess,3.33,168785
tt0457513,Woody Allen,3.1,41374
tt0457939,Nancy Meyers,3.55,646353
tt0458339,Joe Johnston,3.29,1211026
tt0458352,David Frankel,3.81,1609707
tt0458525,Gavin Hood,2.45,446010
tt0460829,David Lynch,3.87,124961
tt0460890,Marc Webb,2.7,31817
tt0461770,Kevin Lima,3.53,449581
tt0462229,Les Mayfield,2.09,2450
tt0462244,Fred Savage,1.81,12497
tt0462295,Michael Lehmann,3.01,1084
tt0462322,"Robert Rodriguez,Quentin Tarantino",3.69,72568
tt0462346,Bob Dolman,2.81,12433
tt0462395,Trent Cooper,1.82,2348
tt0462396,Doug Lefler,2.44,6531
tt0462485,Lloyd Kaufman,2.97,9099
tt0462499,Sylvester Stallone,3.12,83588
tt0462519,Todd Phillips,2.51,8871
tt0462538,David Silverman,3.47,450869
tt0462590,Anne Fletcher,3.13,133989
tt0463027,Talia Lugacy,2.87,884
tt0463034,"Anthony Russo,Joe Russo",2.44,34008
tt0463854,Juan Carlos Fresnadillo,3.1,187929
tt0463985,Justin Lin,3.19,411761
tt0463998,Richard LaGravenese,3.65,125897
tt0464049,Nicholas Hytner,3.36,9902
tt0465142,Paul Weitz,2.56,4870
tt0465234,Jon Turteltaub,2.96,164216
tt0465436,Rod Hardy,2.91,3340
tt0465494,Xavier Gens,2.35,48043
tt0465502,Tony Leondis,2.6,19669
tt0465538,Tony Gilroy,3.82,97625
tt0465551,Richard Eyre,3.68,47156
tt0465580,Paul McGuigan,2.76,43365
tt0465602,Michael Davis,3.12,42822
tt0465624,Ivan Reitman,2.11,27753
tt0466342,Aaron Seltzer,1.43,30115
tt0466856,Chris Robinson,3.42,6886
tt0466893,Kenneth Lonergan,3.91,26599
tt0466909,John Moore,2.43,32898
tt0467110,Frederik Du Chau,2.3,36208
tt0467197,John Moore,1.98,33242
tt0467200,Justin Chadwick,3.08,70891
tt0467406,Jason Reitman,3.75,1104168
tt0468489,Ryan Fleck,3.6,65542
tt0468526,Kelly Reichardt,3.78,30004
tt0468569,Christopher Nolan,4.48,2902315
tt0468580,Lynn Shelton,3.33,809
tt0469623,Susanne Bier,3.39,5516
tt0469641,Oliver Stone,2.74,38230
tt0469903,Gary Fleder,3.36,5603
tt0470679,Austin Chick,2.93,629
tt0470765,Christopher Guest,3.19,16749
tt0471042,Brett Ratner,2.74,82100
tt0472033,Shane Acker,3.44,148251
tt0472043,Mel Gibson,3.82,171529
tt0472062,Mike Nichols,3.23,49895
tt0472175,Sandy Tung,3.08,385
tt0472181,Raja Gosnell,2.37,181821
tt0472198,George Tillman Jr.,3.12,19220
tt0472268,Douglas Mackinnon,3.31,1112
tt0472399,Simon West,2.86,50569
tt0473024,Preston A. Whitmore II,2.59,493
tt0473075,Mike Newell,2.52,136625
tt0473308,Adrienne Shelly,3.65,39716
tt0473444,Zhang Yimou,3.52,13804
tt0473488,Dito Montiel,3.44,8995
tt0473700,Christopher Cain,2.92,282
tt0473705,Kevin Macdonald,3.33,44277
tt0475252,Vanessa Parise,2.88,366
tt0475290,"Joel Coen,Ethan Coen",3.26,220780
tt0475355,Sunu Gonera,3.22,1391
tt0475944,Renny Harlin,2.22,23388
tt0476964,Neil Jordan,3.1,12883
tt0476995,Todd Holland,2.65,4094
tt0477051,Brian Robbins,2.15,113164
tt0477071,Mennan Yapo,2.65,32630
tt0477078,Jeffrey Blitz,3.39,5855
tt0477080,Tony Scott,3.31,88513
tt0477347,Shawn Levy,3.31,678563
tt0477348,"Ethan Coen,Joel Coen",4.33,1398323
tt0478049,"John Scheinfeld,David Leaf",3.46,1938
tt0478087,Robert Luketic,3.08,159508
tt0478134,Paul Haggis,3.44,14886
tt0478197,Lian Lunson,3.33,1226
tt0478216,Rolfe Kanefsky,2.75,551
tt0478304,Terrence Malick,3.85,225323
tt0478311,Judd Apatow,3.06,220026
tt0478970,Peyton Reed,3.22,1197799
tt0479143,Sylvester Stallone,3.48,136938
tt0479500,Andrew Fleming,2.96,25586
tt0479884,"Brian Taylor,Mark Neveldine",3.24,119017
tt0479952,"Eric Darnell,Tom McGrath",3.16,368028
tt0479965,James Ponsoldt,3.33,342
tt0479968,Eric Valette,1.81,25728
tt0479997,Dominic Sena,2.2,34647
tt0480242,Peter Hedges,3.29,56324
tt0480249,Francis Lawrence,3.41,588681
tt0480255,Sylvain White,2.79,45361
tt0480687,"Bobby Farrelly,Peter Farrelly",2.31,56577
tt0481369,Joel Schumacher,2.71,84780
tt0481499,"Kirk DeMicco,Chris Sanders",3.07,308933
tt0481797,Francis Ford Coppola,3.22,7200
tt0482461,Chris D'Arienzo,2.96,1097
tt0482546,Chris Noonan,3.36,14504
tt0482571,Christopher Nolan,4.25,1180040
tt0482572,Gavin O'Connor,3.08,12104
tt0482599,Masayuki Ochiai,2.29,20660
tt0482603,Kirk DeMicco,2.02,20056
tt0482606,Bryan Bertino,2.95,238591
tt0483607,Neil Marshall,2.81,19749
tt0483726,Barry Levinson,2.74,12250
tt0483812,Hilary Brougher,3.31,441
tt0484111,Jake Paltrow,2.73,1456
tt0484562,David L. Cunningham,2.33,4319
tt0484740,Mike Newell,2.86,5403
tt0485985,Anthony Hemingway,2.81,12026
tt0486051,Gregory Jacobs,2.67,8865
tt0486259,Nanette Burstein,3.1,1482
tt0486551,Jay Chandrasekhar,2.93,22714
tt0486576,Tim Story,2.33,280191
tt0486578,David E. Talbert,2.57,5636
tt0486583,David Dobkin,2.55,41799
tt0486655,Matthew Vaughn,3.63,193846
tt0486822,D.J. Caruso,3.12,203092
tt0486946,Walt Becker,2.39,49214
tt0488120,Gregory Hoblit,3.36,95994
tt0488658,Paul Feig,2.95,17030
tt0489037,Chris Paine,3.46,2742
tt0489049,Kyle Newman,3.0,29946
tt0489099,Doug Liman,2.64,144977
tt0489237,"Shari Springer Berman,Robert Pulcini",3.09,64876
tt0489270,Darren Lynn Bousman,2.96,292000
tt0489281,Kimberly Peirce,2.94,3705
tt0489282,Fred Wolf,2.56,8503
tt0489327,Roger Michell,3.37,3371
tt0489342,Rebecca Cammisa,3.69,783
tt0490084,Michael Lehmann,2.64,20338
tt0490196,Nnegest Likké,2.75,2075
tt0490204,Mike Binder,3.48,27062
tt0491152,Luke Greenfield,2.42,58247
tt0491175,George Clooney,2.6,40316
tt0491203,Justin Chadwick,2.76,14053
tt0492044,Peter Cornwell,2.63,35067
tt0492389,Roger Kumble,1.92,16791
tt0492466,James Longley,3.59,493
tt0492492,Bobcat Goldthwait,3.02,1407
tt0492506,Patrick Creadon,3.64,1604
tt0492956,Andy Fickman,2.94,116403
tt0492968,Stewart Copeland,3.51,202
tt0493076,Cynthia Mort,2.5,1207
tt0493405,Dax Shepard,2.34,27064
tt0493459,Kirby Dick,3.65,13640
tt0493464,Timur Bekmambetov,3.0,197211
tt0493949,Elizabeth Allen Rosenbaum,2.98,41809
tt0494834,François Girard,2.79,2266
tt0496806,Steven Soderbergh,3.38,272497
tt0497465,Woody Allen,3.45,152825
tt0498329,Ondi Timoner,3.74,2484
tt0498351,Frank Gladstone,2.26,1060
tt0498381,F. Javier Gutiérrez,1.73,34572
tt0499375,Mani Ratnam,3.4,7231
tt0499448,Andrew Adamson,3.13,264062
tt0499549,James Cameron,3.63,1783072
tt0499556,Philip G. Atwell,2.6,22362
tt0499570,Anthony Hopkins,2.92,845
tt0499603,Brad Silberling,3.22,3004
tt0756703,Alejandro Chomski,2.79,219
tt0756729,Mike White,3.17,2676
tt0757361,Noah Baumbach,3.22,25347
tt0758053,Sanjay Leela Bhansali,2.75,2624
tt0758730,"Colin Strause,Greg Strause",1.57,94893
tt0758746,Marcus Nispel,2.53,147669
tt0758752,Edward Zwick,3.2,285438
tt0758758,Sean Penn,3.81,456217
tt0758766,Marc Lawrence,3.17,74887
tt0758774,Ridley Scott,3.1,68096
tt0758794,McG,3.29,20849
tt0758798,Allan Moyle,3.11,882
tt0760311,Frank A. Cappello,3.13,3702
tt0762073,Park Chan-wook,3.78,77090
tt0762105,Nia Vardalos,2.36,2363
tt0762111,Stanley Nelson,3.71,4566
tt0762114,Ken Kwapis,2.37,18639
tt0762121,Catherine Hardwicke,3.1,5405
tt0762125,Jorge Blanco,2.36,67674
tt0762138,Aram Rappaport,2.55,2268
tt0763304,"Dave Borthwick,Frank Passingham,Jean Duval",2.16,10411
tt0763831,Brian Robbins,2.45,26537
tt0763840,Irwin Winkler,2.67,1304
tt0765010,Jim Sheridan,3.45,187054
tt0765429,Ridley Scott,3.88,233677
tt0765443,David Cronenberg,3.87,173767
tt0765447,Lajos Koltai,2.86,3292
tt0765476,Brian Robbins,2.19,31162
tt0768212,Robert Shaye,2.87,10713
tt0768239,Hans-Christian Schmid,3.39,259
tt0770703,Mark Mylod,2.93,114404
tt0770752,Andy Tennant,2.64,41955
tt0770772,Chris Rock,2.52,3648
tt0770828,Zack Snyder,3.03,651775
tt0772157,Zoe Cassavetes,3.19,2779
tt0772168,Jim Strouse,3.3,1882
tt0772178,Harvey Glazer,2.15,2397
tt0772193,Michael Katleman,2.26,5027
tt0775440,Tod Williams,1.88,16574
tt0775488,Franc. Reyes,3.12,287
tt0775489,Sylvain Chomet,3.89,25026
tt0775529,Tamara Jenkins,3.67,17135
tt0775539,Sylvain White,3.02,7996
tt0775552,John Schultz,2.53,48070
tt0778661,Tyler Perry,3.04,3903
tt0780504,Nicolas Winding Refn,3.92,1409461
tt0780511,Kirk Jones,3.22,14115
tt0780521,"Ron Clements,John Musker",3.9,636571
tt0780536,Martin McDonagh,4.12,483592
tt0780548,John Stockwell,2.83,4351
tt0780567,Karey Kirkpatrick,2.62,8270
tt0780571,Bruce A. Evans,3.2,32142
tt0780595,Andy Cheng,2.24,1084
tt0780608,Gregg Araki,3.54,60193
tt0780653,Joe Johnston,2.7,49461
tt0783233,Joe Wright,3.99,460356
tt0783608,Paul Schrader,3.04,2462
tt0784972,Bob Odenkirk,2.76,5136
tt0785006,Thor Freudenthal,2.73,57431
tt0785007,Jeff Lowell,2.39,6810
tt0785025,Michael Landon Jr.,3.16,325
tt0785077,Don Michael Paul,2.19,1183
tt0787474,"Graham Annable,Anthony Stacchi",3.26,88995
tt0787475,Akiva Schaffer,3.54,174475
tt0790604,John Whitesell,2.34,57878
tt0790628,Don Scardino,2.52,34275
tt0790636,Jean-Marc Vallée,3.99,490708
tt0790686,Alexandre Aja,2.59,41310
tt0790712,Oren Moverman,3.56,10228
tt0790724,Christopher McQuarrie,3.18,171569
tt0790736,Robert Schwentke,2.16,92091
tt0790799,Tatia Rosenthal,3.41,1838
tt0790804,Tom Brady,2.14,3252
tt0791304,Garry Marshall,2.82,16180
tt0795368,Frank Oz,3.59,61779
tt0795376,Phillip J. Bartell,2.69,1481
tt0795421,Phyllida Lloyd,3.81,1268294
tt0795461,Malcolm D. Lee,1.62,74800
tt0796366,J.J. Abrams,3.63,285418
tt0796368,Kasi Lemmons,3.46,2732
tt0796375,John Dahl,3.11,2977
tt0799934,Michel Gondry,3.38,68320
tt0799949,"Jason Friedberg,Aaron Seltzer",1.29,59867
tt0799954,Eric Steel,3.39,8963
tt0800003,C.B. Harding,1.7,2968
tt0800027,Robert Benton,2.89,2245
tt0800039,Nicholas Stoller,3.31,259892
tt0800069,Martin Weisz,2.23,29321
tt0800080,Louis Leterrier,2.48,575990
tt0800099,Julien Temple,3.72,3273
tt0800240,Marcel Langenegger,2.65,7683
tt0800241,Brad Anderson,3.21,12544
tt0800308,Ed Harris,3.22,15946
tt0800320,Louis Leterrier,2.46,139881
tt0800369,Kenneth Branagh,2.81,1089561
tt0803057,Steven Conrad,2.72,5016
tt0803096,Duncan Jones,2.5,126808
tt0804452,Sean McNamara,2.71,51497
tt0804461,James Wan,3.18,21492
tt0804492,Tom Putnam,1.51,4078
tt0804497,"Anna Boden,Ryan Fleck",3.29,102378
tt0804516,Franck Khalfoun,2.94,25500
tt0804522,Gavin Hood,2.94,9704
tt0805526,Alex Kendrick,2.66,8280
tt0805564,Craig Gillespie,3.81,239512
tt0805570,Ryûhei Kitamura,2.73,44900
tt0806027,Chris Nahon,2.5,3047
tt0806203,"Àlex Pastor,David Pastor",2.66,19301
tt0808151,Ron Howard,3.1,147972
tt0808331,George Ratliff,2.93,4454
tt0808357,Ang Lee,3.95,31632
tt0808417,"Marjane Satrapi,Vincent Paronnaud",4.19,166032
tt0808510,Michael Lembeck,2.06,93301
tt0810784,Jane Campion,3.69,25907
tt0810819,Tom Hooper,3.39,209983
tt0810913,Dennis Dugan,1.48,141411
tt0810922,Michael Dowse,2.81,19724
tt0811080,"Lana Wachowski,Lilly Wachowski",3.44,169599
tt0811106,David Wain,2.81,4772
tt0811137,"Mark Duplass,Jay Duplass",3.25,1367
tt0811138,Marco Schnabel,1.52,32113
tt0814022,"Oxide Pang Shun,Danny Pang Fat",2.2,13133
tt0814314,Gabriele Muccino,3.42,109189
tt0814335,Nelson McCormick,2.36,41181
tt0815236,Jim Field Smith,2.8,89833
tt0815241,Larry Charles,3.26,15408
tt0815244,Joe Nussbaum,2.78,60945
tt0815245,"Charles Guard,Thomas Guard",2.84,39497
tt0816442,Brian Percival,3.51,101712
tt0816462,Marcus Nispel,2.2,24383
tt0816692,Christopher Nolan,4.41,3549815
tt0816711,Marc Forster,3.16,681904
tt0817177,Rob Reiner,3.73,234554
tt0817230,Garry Marshall,2.68,150463
tt0817538,Steven Brill,2.57,33208
tt0818165,Rob Schmidt,2.29,2143
tt0821640,Mark Waters,2.51,70862
tt0821642,Joe Wright,3.09,17212
tt0822832,David Frankel,3.37,199504
tt0822847,Scott Stewart,2.36,33461
tt0822849,Alison Eastwood,3.31,432
tt0822854,Antoine Fuqua,3.18,98352
tt0824747,Clint Eastwood,3.69,90394
tt0824758,Michael Hoffman,3.3,4653
tt0826547,Craig Zobel,3.44,477
tt0827498,Christiane Cegavske,3.85,6947
tt0828393,Jason Freeland,2.7,591
tt0829150,Gary Shore,2.6,83536
tt0829459,Michael Winterbottom,3.23,4634
tt0829482,Greg Mottola,3.89,1461855
tt0830515,Marc Forster,2.84,335234
tt0830570,Shamim Sarif,3.21,7912
tt0831275,Suzie Halewood,3.27,305
tt0831387,Gareth Edwards,3.07,402849
tt0831884,Terry George,3.17,6063
tt0831887,Frank Miller,2.1,18022
tt0832266,Adam Brooks,3.3,99766
tt0833476,Shaad Ali,2.66,1351
tt0833553,Siddharth Anand,3.11,3511
tt0834001,Patrick Tatopoulos,2.81,43362
tt0835418,Jay Chandrasekhar,2.41,1280
tt0837562,Genndy Tartakovsky,3.3,452640
tt0837563,"Dennis Widmyer,Kevin Kölsch",2.35,176039
tt0837796,Robby Henson,1.97,1486
tt0838232,Harald Zwart,2.58,37993
tt0838283,Adam McKay,3.46,441503
tt0839980,Kent Alterman,2.83,63392
tt0840322,Ryan Little,3.14,2416
tt0840361,Ben Affleck,3.66,242233
tt0841032,Lance Rivera,2.88,1255
tt0841046,Jake Kasdan,3.71,95243
tt0841108,Joe Swanberg,3.1,6349
tt0842926,Lisa Cholodenko,3.33,67074
tt0843850,Justin Lin,3.2,359
tt0844479,Marcus Dunstan,3.01,65753
tt0844671,Deb Hagan,2.0,2530
tt0844708,Dennis Iliadis,2.94,52845
tt0844993,Mike Disa,2.13,21869
tt0846308,Patricia Rozema,3.15,6235
tt0848537,Chris Wedge,2.9,94201
tt0850253,Stuart Townsend,3.04,2242
tt0851530,David Ondaatje,2.74,1331
tt0852713,Fred Wolf,2.9,171038
tt0853096,Gabriel Range,3.13,1189
tt0857265,Kenneth Branagh,3.06,7840
tt0858479,Noam Murro,2.8,4189
tt0859163,Rob Cohen,2.2,104745
tt0861689,Fernando Meirelles,3.16,25276
tt0864761,Saul Dibb,3.35,41772
tt0864835,Rob Minkoff,3.21,135933
tt0865297,Elissa Down,3.46,2421
tt0865556,Rob Minkoff,2.94,31698
tt0865559,Donald Petrie,2.86,6032
tt0865560,Philippe Diaz,2.93,259
tt0866437,Robin Swicord,3.15,13680
tt0866439,Paul Weiland,2.85,86225
tt0867591,Vince Di Meglio,2.78,423
tt0870111,Ron Howard,3.73,48786
tt0870122,"Darren Grodsky,Danny Jacobs",3.49,2958
tt0870154,Jaume Collet-Serra,2.72,226223
tt0870984,Lars von Trier,3.4,194002
tt0871426,Michael McCullers,2.8,47251
tt0872190,Anubhav Sinha,2.7,478
tt0872230,Wes Craven,2.45,14864
tt0873886,Kevin Smith,3.0,34223
tt0874423,Robinson Devor,2.8,2734
tt0875034,Rob Marshall,2.71,18149
tt0878804,John Lee Hancock,3.33,345376
tt0879870,Ryan Murphy,2.91,139806
tt0880578,Gregory Hoblit,2.79,15009
tt0881320,Alister Grierson,2.74,11996
tt0881891,Phil Traill,2.1,22620
tt0882977,Ric Roman Waugh,2.69,21944
tt0884224,Joshua Seftel,2.58,3840
tt0884328,Frank Darabont,3.43,330265
tt0884732,Jeremy Garelick,2.72,33632
tt0884842,Robert Stone,3.44,649
tt0886539,Zoya Akhtar,3.54,5917
tt0887719,Scott Marshall Smith,2.43,1008
tt0887883,"Ethan Coen,Joel Coen",3.62,383269
tt0887971,Susan Montford,2.45,1676
tt0888693,William Maher,3.05,852
tt0889134,Peter Tolan,3.06,376
tt0889573,"Will Speck,Josh Gordon",2.76,63438
tt0889583,Larry Charles,2.93,96140
tt0889588,Roger Spottiswoode,3.33,1030
